ticket_id,body,queue,type,priority,aspect_tags,asp_billing,asp_account,asp_performance,asp_security,asp_bug,asp_feature,asp_network,asp_hardware,asp_software,label_source,notes
23333,"There was a website glitch possibly caused by server overload. Our team has attempted to restart the servers to address the problem. We apologize for any inconvenience this has caused and are committed to preventing such issues in the future. Should you have any questions or concerns, please do not hesitate to contact our support team.",Technical Support,Incident,high,bug|network|performance|software,not_present,not_present,negative,not_present,negative,not_present,negative,negative,negative,llm-qwen3-4b-4bit,
23335,"To Whom It May Concern, I am contacting you to inform about the unsuccessful campaign launch. The problem seems to be related to a Streaming-Kamera that is not compatible with Adobe Premiere Pro. After restarting Elasticsearch and troubleshooting Drupal Commerce, the issue still remains unresolved. I kindly request your assistance to address this matter promptly. If you need more details to proceed with the diagnosis, please inform me. I am prepared to offer all necessary information and collaborate in any way needed. I appreciate your help and look forward to your prompt response. Best regards, [Your Name]",Sales and Pre-Sales,Incident,low,bug|feature|hardware|software,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,negative,llm-qwen3-4b-4bit,
23348,"Hello Customer Support, I am contacting you to point out an inconsistency in my most recent invoice. The billed amount does not align with my anticipated payment. I have attempted to resolve the issue by reviewing the invoice details and my payment records, but the discrepancy remains unresolved. I suspect it could be a result of incorrect data input or a system error. I would be very grateful if you could look into this and provide a solution at your earliest convenience. Please inform me if you require any further details from me to aid in the investigation. Thank you for your consideration and I eagerly await your response.",Billing and Payments,Problem,medium,billing,negative,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,llm-qwen3-4b-4bit,
23366,"Hello, we appreciate you contacting us. Our team is here to help with any queries or issues you might have. Could you share more details about your email to assist you better? If you prefer, I can call you at a convenient time for you.",Technical Support,Request,medium,,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,llm-qwen3-4b-4bit,
23379,Could you provide information on the security protocols that are recommended for protecting medical data in hospital IT systems? This is necessary for my project.,Sales and Pre-Sales,Request,low,account|security,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,llm-qwen3-4b-4bit,
23398,"During a VR training session, there was an unsecured exposure of medical information. Despite my efforts to reboot the system and review the encryption protocols, the problem remains unresolved. Your prompt support to address this critical issue and ensure no additional breaches occur is greatly appreciated.",Product Support,Problem,high,security,not_present,not_present,not_present,negative,not_present,not_present,not_present,not_present,not_present,llm-qwen3-4b-4bit,
23425,"I am encountering unanticipated billing problems with several products. I have confirmed my login details, reviewed the gateway status, and restarted the relevant services. The problem may stem from a payment gateway malfunction or a subscription synchronization issue. I would greatly appreciate your support in addressing this issue. Could you assist me in pinpointing the cause and offer a solution to avoid similar issues in the future?",Billing and Payments,Incident,high,account|billing|bug,negative,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,llm-qwen3-4b-4bit,
23427,"Medical information was exposed because of an insecure USB data transfer. The problem might be due to a lack of encryption and an outdated version of Ruby on Rails. Although I restarted the system, checked the firewall, and updated Microsoft Office, the issue still occurs.",Technical Support,Incident,medium,feature|security,not_present,not_present,not_present,negative,not_present,not_present,not_present,not_present,negative,llm-qwen3-4b-4bit,
23428,I am writing to inquire about the payment methods for the Adobe Creative Cloud subscription. Could you please give me details about the available payment plans and any potential discounts? I would also like to know if there are any additional charges associated with this service.,Billing and Payments,Request,medium,billing|network,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,llm-qwen3-4b-4bit,
23448,"Hello Customer Support, I am reaching out to share an issue I encountered. The investment predictions did not perform as expected. The root cause is believed to be insufficient data analytics training. Several attempts have been made, including reviewing algorithms and re-running models. I hope you can assist in resolving this matter.",General Inquiry,Incident,high,performance,not_present,not_present,negative,not_present,not_present,negative,not_present,not_present,negative,llm-qwen3-4b-4bit,
23464,I am contacting you to gain insights into data analytics tools that are compatible with Monday.com for enhancing investment optimization. Could you share some information or resources regarding this topic? Your support and guidance would be greatly appreciated. Thank you for your time and assistance.,Billing and Payments,Request,medium,feature,not_present,not_present,not_present,not_present,not_present,neutral,not_present,not_present,neutral,llm-qwen3-4b-4bit,
23529,"I am contacting you to seek detailed information on the billing options available for optimizing investment analytics services. Could you kindly share more details about the different plans and pricing models? Additionally, it would be very helpful if you could elaborate on the advantages and disadvantages of each option. This information will enable me to make a well-informed decision. Thank you for your assistance.",Billing and Payments,Request,medium,billing,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,llm-qwen3-4b-4bit,
23539,"Respected Customer Support Team, I am contacting you to bring to your notice the recent data breach in our medical records that was caused by unauthorized access. This breach might have happened due to weak encryption standards and the use of old software. Efforts have already been made, including performing antivirus scans and reviewing firewall settings, as part of our mitigation strategy. We are eager for your collaboration to resolve this problem. Kindly inform us about the procedures we should follow next.",Product Support,Incident,medium,performance|security,not_present,not_present,not_present,negative,not_present,not_present,not_present,not_present,negative,llm-qwen3-4b-4bit,
23565,"Dear Customer Support, I am writing to report a high priority issue with the AWS Management Service. We are experiencing significant challenges with our cloud deployment processes and cost management. This issue is affecting our business operations and requires immediate attention. Please advise on the necessary steps to resolve these problems effectively. I can be reached at <tel_num> for further discussion. I look forward to your swift response. Thank you. Sincerely, <name>",Technical Support,Incident,high,account|billing|bug|network,not_present,not_present,negative,not_present,not_present,not_present,not_present,not_present,negative,llm-qwen3-4b-4bit,
23566,"Dear IT Services Support Team, I hope this message finds you well. My name is <name> and I am currently experiencing critical issues with our server administration, which are significantly impacting our operations. We rely heavily on your IT Consulting Service for our ongoing technical needs. Therefore, we urgently need your expert assistance to resolve these issues as quickly as possible. Time is of the essence because our operations have come to a standstill. Please contact us at your earliest convenience, either via email or phone at <tel_num>. The swift resolution of this situation is imperative to minimize any further disruption to our business. Thank you for your prompt attention to this matter. Kind regards, <name>",Customer Service,Request,high,account|bug|performance,not_present,not_present,negative,not_present,not_present,not_present,negative,negative,negative,llm-qwen3-4b-4bit,
23587,"Dear IT Services Support, I am writing to express a high priority request for IT service consulting regarding our ticket system and server administration assistance. Our IT Consulting Service has encountered multiple issues that need immediate attention. Firstly, our ticketing system is currently experiencing delays and interruptions, which are impacting productivity significantly. Additionally, there are several server management concerns that our team is unable to resolve without expert guidance. Please treat this request with the urgency it requires. We look forward to a prompt response and hope for immediate assistance to address these critical issues. Thank you for your quick attention. Best regards, <name> <company> Contact: <tel_num> Account: <acc_num>",IT Support,Request,high,account|bug|performance,not_present,neutral,negative,not_present,not_present,not_present,not_present,not_present,negative,llm-qwen3-4b-4bit,
23593,"Hello, I'm facing issues attaching my detachable keyboard to my Surface Pro 7. Please assist.",IT Support,Request,medium,bug|hardware,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,llm-qwen3-4b-4bit,
23608,"Hello,<br><br>I am experiencing frequent crashes in Google Chrome 102.0 when navigating high graphic-intense websites. This issue is persistent, disrupting my online activities and productivity. Could you please provide troubleshooting steps or advise on resolving this problem? Requesting guidance on any updates or settings that can prevent these crashes. Additionally, information about compatibility or known issues with this Chrome version could also be helpful. Looking forward to your support to fix this issue promptly.<br><br>Thank you,<br><name><br><email>",Product Support,Problem,medium,bug|software,not_present,not_present,negative,not_present,not_present,not_present,not_present,not_present,negative,llm-qwen3-4b-4bit,
23610,"Dear IT Services Customer Support Team, I hope this message finds you well. I am writing to bring to your immediate attention the billing discrepancies I've encountered with the monthly cost for the AWS Management Service provided by your company. I've been reviewing my account charges closely and have noticed some discrepancies that I believe require further examination. My current account number is <acc_num>, and I have noticed a significant increase in charges over the past few months without any substantial modifications to the services utilized. These unexpected increases are a cause for concern, and I would appreciate a detailed review of the bills issued for the services provided. Furthermore, I suspect there may be opportunities for cost optimization that could help in managing these expenditures more effectively. As a valued customer, I would appreciate any insights your team could offer regarding potential adjustments or options to optimize my AWS service costs without affecting the service quality. Could you please provide a thorough breakdown of the charges and clarify any changes in pricing or service structure that may have contributed to these apparent discrepancies? Additionally, I would like to discuss strategies that could be employed for future cost optimization. Such guidance would be highly beneficial in ensuring alignment with budget expectations. I am available for a call at <tel_num> to discuss this matter further at your earliest convenience. Please let me know a suitable time that works for your team, or feel free to reach out via email for any written clarification you might require. Thank you in advance for your assistance with this matter. I look forward to your prompt response so that we can resolve these discrepancies and endeavor towards a more optimally managed service usage. Warm regards, <name>",Billing and Payments,Incident,low,account|billing|bug|performance,negative,negative,not_present,not_present,not_present,not_present,not_present,not_present,not_present,llm-qwen3-4b-4bit,
23614,"Dear IT Services Customer Support, I am experiencing frequent internet connectivity issues with my Cisco Router ISR4331. The router has been facing disconnections frequently, which has significantly impacted the overall network stability at my location. Despite attempting several troubleshooting steps, including resetting the router and checking all connections, the issue persists. Could you please assist with resolving this problem at the earliest convenience? Thank you for your assistance. Best regards, <name> <tel_num>",IT Support,Problem,high,bug|hardware|network|performance,not_present,not_present,negative,not_present,not_present,not_present,negative,negative,not_present,llm-qwen3-4b-4bit,
23619,"Dear Tech Online Store Customer Support, I am writing to report a persistent screen flickering issue with my new Microsoft Surface Pro 7. This problem is severely affecting my ability to perform high-priority tasks efficiently, and it occurs frequently enough to be a major concern. I kindly request your guidance on how to resolve this issue or any available support for a potential replacement. Thank you for your prompt assistance. Best regards, <name> <email>",Product Support,Incident,high,account|bug|hardware|performance|software,not_present,not_present,negative,not_present,negative,not_present,not_present,not_present,negative,llm-qwen3-4b-4bit,
23624,"Dear Customer Support Team, I am contacting you to report a significant problem with our Cisco Router ISR4331. We have been encountering frequent network interruptions in our organization due to regular router resets and sluggish response times. These complications are profoundly affecting our enterprise's communication and operational productivity, hindering our ability to sustain stable network connections. We would sincerely appreciate your swift help in diagnosing and fixing this issue. Kindly inform us about the subsequent steps we should follow to alleviate these disturbances. Thank you for your assistance. Warm regards, <name> <tel_num> <acc_num>",IT Support,Incident,high,bug|network|performance,not_present,not_present,negative,not_present,not_present,not_present,negative,negative,not_present,llm-qwen3-4b-4bit,
23628,"Hello, I am requesting help with configuring Zoom version 5.11.0 and enabling screen sharing for webinars. Please give me instructions on how to solve these issues at your earliest convenience. I appreciate it! <name>.",IT Support,Request,medium,,not_present,not_present,not_present,not_present,not_present,neutral,not_present,not_present,not_present,llm-qwen3-4b-4bit,
23632,"Dear IT Services Customer Support, We are experiencing issues with AWS cost optimization and noticing billing discrepancies. Immediate resolution is required due to significant financial impact. The affected service is AWS Management Service. Looking forward to a quick resolution. Regards, <name> Account Number: <acc_num> Contact: <tel_num>",Customer Service,Incident,medium,billing|bug,negative,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,llm-qwen3-4b-4bit,
23640,"Dear Tech Online Store Customer Support, I am writing to report a login issue with my Microsoft Office 365 account. I am unable to access my emails and cloud services due to this issue, which has been affecting my work. I have verified my credentials, and they are correct. Despite this, the problem persists. Could you please assist me in resolving this matter urgently? My account username is <name>, and my account number is <acc_num>. Additionally, if necessary, feel free to reach me at <tel_num>. Thank you for your prompt attention to this problem. Kind regards, <name>",Product Support,Request,high,account|bug,not_present,negative,not_present,not_present,not_present,not_present,not_present,not_present,not_present,llm-qwen3-4b-4bit,
23641,"Dear Customer Support, I recently received my Samsung QLED QN90A TV, order number <order_num>, and unfortunately, it arrived with significant damage. The screen has visible cracks, and the package appeared tampered with upon delivery, which is highly concerning. Due to these issues, I am unable to use the product as intended. I urge you to process an immediate replacement for this unit, as it was a significant investment, and I expected better handling. Kindly assist with the return process and ensure a speedy replacement to avoid further inconvenience. Thank you for your prompt attention to this matter. Sincerely, <name>",Returns and Exchanges,Problem,high,account|billing|bug|performance,not_present,not_present,not_present,not_present,not_present,not_present,not_present,negative,not_present,llm-qwen3-4b-4bit,
23666,"Hello <name>, I am reaching out to inform you about a holdup in the delivery of my MacBook Air M1, which I ordered using account <acc_num>. I urge you to address this matter promptly. Thank you, <name>.",Technical Support,Change,low,bug|performance,not_present,neutral,not_present,not_present,not_present,not_present,not_present,negative,not_present,llm-qwen3-4b-4bit,
23669,"Router not responding, impacting business activities, possible hardware issue.",Technical Support,Incident,high,bug|hardware|performance,not_present,not_present,negative,not_present,not_present,not_present,negative,not_present,not_present,llm-qwen3-4b-4bit,
23674,"Dear Tech Online Store Customer Support, I hope this message finds you well. I am writing to bring to your attention a concerning issue I have been experiencing with my Dell XPS 13 9310 laptop that I purchased from your store. Recently, the device display started flickering unexpectedly, and this issue has grown more frequent over the past few weeks, significantly affecting my productivity and user experience. Given that the flickering of the display seems to suggest a potential hardware malfunction, I am hoping to leverage the warranty service for assistance. I have tried basic troubleshooting steps such as updating the display drivers and ensuring all software on my device is up to date, but unfortunately, these steps have not resolved the issue. Furthermore, this laptop is still well within the warranty period offered by Dell and your store, since it was purchased less than six months ago. Therefore, I kindly request guidance on how to process this complaint through warranty service. I am particularly interested in knowing what steps I should undertake next, and whether I would need to send the laptop to your service center, or if there could be an alternative resolution. Moreover, please let me know if additional documentation is required from my end to expedite the claim or any information concerning my purchase details. My order number is <order_num>, and I bought this laptop on <purchase_date>. The laptop’s serial number is <serial_num>. Please contact me at your earliest convenience through my email or at <tel_num> should you need further information. Thank you in advance for your prompt assistance in this matter. I look forward to resolving this issue swiftly with your help. Warm regards, <name>",Product Support,Incident,medium,account|hardware,not_present,not_present,not_present,not_present,not_present,not_present,not_present,negative,not_present,llm-qwen3-4b-4bit,
23677,"Dear Customer Support, I am writing to express my concerns about the issue I am experiencing with my Dell XPS 13 9310. I purchased this laptop from Tech Online Store on <purchase_date> and have encountered frequent crashes, particularly during web browsing sessions. This has severely disrupted my ability to use the device effectively. The crashes occur unexpectedly and seemingly without cause, requiring a forced restart each time. While I have tried basic troubleshooting steps, such as updating drivers and system software, the problem persists. I suspect it could be a hardware issue, but I would like to seek your expert support to diagnose and resolve these persistent disruptions. Please advise on how to proceed. Whether through remote diagnostics, warranty service, or any other recommended action, your guidance on resolving this technical issue would be much appreciated. I rely heavily on this device for both personal and professional use, and resolving this swiftly is crucial. Thank you for your attention to this matter. I look forward to your prompt response. Best regards, <name> <tel_num> <email_address>",Customer Service,Problem,medium,account|hardware|performance,not_present,not_present,negative,not_present,negative,not_present,not_present,negative,negative,llm-qwen3-4b-4bit,
23684,"Dear Customer Support, I am writing to bring to your attention unexpected charges that have appeared on my account related to your AWS Management Service. I noticed these charges in the most recent billing cycle and am concerned about their origin. The account number associated with these charges is <acc_num>. I kindly request that you investigate the discrepancies and provide an explanation or resolution at your earliest convenience. Please feel free to contact me at <tel_num> if you need any additional information. Thank you for your prompt attention to this matter. Best regards, <name>",Billing and Payments,Problem,high,account|billing|bug,negative,negative,not_present,not_present,not_present,not_present,not_present,not_present,not_present,llm-qwen3-4b-4bit,
23694,"Dear Customer Service Team, I am encountering a charging problem with my recently acquired iPhone 13 Pro bought from your online store. The phone does not charge reliably, even when I have used different chargers and power sources. I would appreciate your guidance on how to resolve this matter. Thank you, <name> <acc_num> <tel_num>",Returns and Exchanges,Incident,low,hardware,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,llm-qwen3-4b-4bit,
23709,"Hello, I hope this message finds you well. I am writing to request assistance with optimizing the AWS Management Service usage for our company to efficiently reduce operational expenses. Kindly provide insights or actions we can consider for achieving cost savings. Thank you for your support. Best regards, <name> Account Number: <acc_num> Phone Number: <tel_num>",IT Support,Request,medium,billing|performance,neutral,neutral,not_present,not_present,not_present,not_present,not_present,not_present,neutral,llm-qwen3-4b-4bit,
23737,"Dear Customer Support Team, I hope this message finds you well. I am writing to express my concern regarding a billing issue with the renewal of my Adobe Photoshop 2024 subscription. Despite multiple attempts, it appears that the payment has not been processed correctly. As a result, I am unable to access the features associated with the renewal, which is affecting my workflow. My account number is <acc_num>. I have verified that my payment details are up to date and that there are sufficient funds available. However, the issue persists. Please assist in resolving this matter at your earliest convenience. Additionally, I would appreciate guidance on any alternative steps I could take to ensure smooth processing of future payments. Thank you for your attention to this issue. You can reach me at <tel_num> if more information is required. Sincerely, <name>",Billing and Payments,Problem,low,account|billing|bug,negative,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,llm-qwen3-4b-4bit,
23738,"Dear Customer Support, I am writing to bring to your attention a critical issue we are currently experiencing with our Cisco Router ISR4331. Recently, it has been subject to frequent disconnections which are significantly affecting our enterprise network's performance and, consequently, our organizational productivity. The persistent interruptions in connectivity are impeding our ability to carry out daily operations smoothly. Given the core role this router plays in our infrastructure, we kindly request an immediate resolution to prevent further disruptions to our business processes. Since seamless network functionality is critical to our operations, it is essential for us to address this problem at the earliest possible opportunity. Please let us know the next steps we should take or any troubleshooting procedures we might attempt while awaiting further instructions from your team. Your urgent attention and prompt resolution of this matter would be greatly appreciated, as it is profoundly impacting our work. For your reference, my full name is <name>, and I am available anytime to discuss this issue or assist with any preliminary checks. You can reach me at <tel_num>. Thank you for your attention to this urgent matter. Best regards, <name>",Technical Support,Problem,high,bug|network|performance,not_present,not_present,negative,not_present,not_present,not_present,negative,negative,not_present,llm-qwen3-4b-4bit,
23750,"Dear Customer Support, I am writing to report that users are experiencing unexpected disconnections during active video conferencing sessions on Zoom version 5.11.0. This issue disrupts important meetings and affects productivity. We kindly request an immediate solution or guidance on resolving this problem. Thank you, <name> <tel_num> <email>",Technical Support,Incident,medium,bug|network|performance|software,not_present,not_present,negative,not_present,negative,not_present,negative,not_present,negative,llm-qwen3-4b-4bit,
23763,"Dear Customer Support, I hope this message finds you well. I am encountering an error within the ticket system during the ongoing project management activities with Jira Software 8.20. This issue has been disrupting workflow and requires urgent resolution to prevent further delays. Please contact me at <tel_num> or email me to schedule a troubleshooting session. Your prompt assistance in resolving this matter would be greatly appreciated. Thank you for your attention. Best regards, <name>",Customer Service,Problem,medium,account|bug|performance|software,not_present,not_present,not_present,not_present,negative,not_present,not_present,not_present,negative,llm-qwen3-4b-4bit,
23767,"Dear Customer Service, I am experiencing a problem with my Norton Antivirus Plus subscription. I would appreciate your help in resolving this at your earliest convenience. My account number is <acc_num>. Thank you, <name> Contact: <tel_num>",IT Support,Change,medium,account,not_present,neutral,not_present,not_present,not_present,not_present,not_present,not_present,not_present,llm-qwen3-4b-4bit,
23773,"Dear Customer Service, I am contacting you to notify you of a billing concern I am facing with multiple transactions made through the Tech Online Store via the Google Chrome extension version 102.0. It appears that there are unanticipated charges reflected on my account <acc_num>. The transactions mentioned do not match my recent activity, indicating there may be a technical error. I urgently seek your assistance in resolving this situation. Please examine the charges as soon as possible and provide guidance on how to rectify the discrepancies. My contact number is <tel_num>, feel free to reach out to me directly should you need additional information. Thank you for your prompt attention to this matter. Kind regards, <name>",Billing and Payments,Request,high,billing|bug,negative,negative,not_present,not_present,negative,not_present,not_present,not_present,not_present,llm-qwen3-4b-4bit,
23807,"Dear IT Services Customer Support, I am writing to request assistance with optimization of cloud resources and cost management using AWS infrastructure services. We have been utilizing your AWS Management Service and need expert guidance in maximizing efficiency and reducing costs. It would be greatly appreciated if a specialist could review our current setup and provide recommendations for improvements. Please let us know your availability for a discussion. Thank you for your support. Best regards, <name> <acc_num>",Technical Support,Request,medium,performance,not_present,not_present,not_present,not_present,not_present,neutral,not_present,not_present,neutral,llm-qwen3-4b-4bit,
23835,"Dear IT Services Customer Support, I am reaching out to request assistance with an ongoing issue concerning the network configuration on our Cisco Router ISR4331, which has been causing significantly slow network performance. Our team has attempted several troubleshooting methods to resolve the issue, including verifying the current configurations, resetting the router, and running diagnostic tests. However, the problem persists, affecting our daily operations because it results in increased latency and reduced data throughput across the network. Given the critical nature of this issue, I would appreciate if a technical expert from your team could review our router's settings to ensure they are correctly configured for optimal performance. If additional information is needed or remote access to the device is required, please do not hesitate to contact me at <tel_num> or via email at <name>@domain.com. Thank you in advance for your prompt attention to this matter and your continued support. Best regards, <name> Company Name <acc_num> <name>@domain.com <tel_num>",Technical Support,Problem,medium,bug|network|performance,not_present,not_present,negative,not_present,not_present,not_present,negative,not_present,not_present,llm-qwen3-4b-4bit,
23842,"Dear Customer Support Team, I am writing to report a significant issue with our database services impacting client access and causing severe disruption to operations at our company. We are experiencing an ongoing outage with the PostgreSQL 14.3 database, which is critical for our day-to-day operations and client service delivery. It appears that the service became unavailable at approximately 9:00 AM today, and despite extensive internal efforts to resolve it, the issue persists. This has rendered key applications inoperative, and we are unable to fulfill client requests efficiently. As a result, our business operations are severely disrupted at many levels. We require immediate assistance from your technical support team to identify the cause of this outage and to facilitate a quick resolution. I entreat you to treat this matter with the utmost urgency as every minute of delay adversely affects our business and client relationships. Thank you for your prompt attention. Please contact me at <tel_num> or respond to this email at your earliest convenience. Resolution of this issue is paramount. Best regards, <name> <acc_num>",Technical Support,Incident,high,bug|performance,not_present,not_present,negative,not_present,not_present,not_present,not_present,not_present,negative,llm-qwen3-4b-4bit,
23847,"Hello Customer Support, I am experiencing a problem with my HP DeskJet 3755 printer. It fails to connect to the wireless network despite adhering to the setup guidelines. Could you provide troubleshooting support to resolve this issue? Thank you, <name>",Customer Service,Incident,medium,bug|hardware|performance,not_present,not_present,not_present,not_present,not_present,not_present,negative,negative,not_present,llm-qwen3-4b-4bit,
23854,"Dear Customer Support, We are experiencing frequent disruptions in our network services due to the Cisco Router ISR4331 repeatedly losing internet connection. This issue significantly affects our enterprise operations. Could you please provide immediate assistance in diagnosing and resolving these connectivity problems? Your prompt attention to this high-priority incident would be greatly appreciated. Best regards, <name> <company>",Technical Support,Incident,high,bug|network|performance,not_present,not_present,negative,not_present,not_present,not_present,negative,negative,not_present,llm-qwen3-4b-4bit,
23861,"Hello Support Team, my Dell XPS 13 9310 is not recognizing an external monitor. I have attempted troubleshooting the graphics drivers, but the issue persists. Please advise on further steps to resolve this problem. Thank you, <name>",Technical Support,Problem,medium,hardware,not_present,not_present,not_present,not_present,not_present,not_present,not_present,negative,negative,llm-qwen3-4b-4bit,
23873,"Dear Tech Online Store Customer Support, I hope this message finds you well. I am writing to bring to your attention a connectivity issue I am experiencing with my HP DeskJet 3755 printer. The printer seems to have persistent problems when attempting to connect to my Wi-Fi network, which has resulted in being unable to execute any printing tasks. I am aware that the HP DeskJet 3755 is designed with wireless capabilities, and previously, it performed very well without such disruptions. However, recently, it fails to maintain a stable connection or recognize the network altogether. I have tried restarting both the printer and my Wi-Fi router, but the problem persists. Could you please assist me in troubleshooting this issue? I would appreciate any guidance or steps you could provide to help resolve this situation. Alternatively, if the problem relates to technical defects, I would kindly request information regarding any available warranty service. I purchased this printer to enhance productivity, and I am keen to restore its functionality. Thank you for your attention and prompt response to this matter. Sincerely, <name> <email> <tel_num>",IT Support,Incident,medium,account|hardware|performance,not_present,not_present,not_present,not_present,not_present,not_present,negative,negative,not_present,llm-qwen3-4b-4bit,
23895,"Dear Customer Support, We experienced an unexpected downtime with Jira Software 8.20, severely impacting our project tracking and high-priority deadlines. This has disrupted workflow across teams. Please prioritize resolving this issue. We need immediate assistance to meet our critical project deadlines. Best, <name>",Technical Support,Incident,high,account|bug|performance,not_present,not_present,negative,not_present,not_present,not_present,not_present,not_present,negative,llm-qwen3-4b-4bit,
23898,My MacBook Air M1 is shutting down frequently.,Customer Service,Request,high,bug|hardware|performance,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,llm-qwen3-4b-4bit,
23916,"Hello Customer Support, I recently bought a MacBook Air M1 from your web store, and it appears to be facing some issues. I would appreciate your help in rectifying this matter at your earliest convenience. My account number is <acc_num>. Sincerely, <name>",Product Support,Change,high,account|bug,not_present,neutral,not_present,not_present,not_present,not_present,not_present,negative,not_present,llm-qwen3-4b-4bit,
23917,"Hello Customer Support, I recently acquired a MacBook Air M1 from your online store, and it is presently experiencing problems. I would greatly appreciate your assistance in rectifying this matter as quickly as possible. My account number is <acc_num>. Sincerely, <name>",Product Support,Change,high,account|bug,not_present,neutral,not_present,not_present,not_present,not_present,not_present,negative,not_present,llm-qwen3-4b-4bit,
23934,Facing interruptions during Zoom meetings.,Customer Service,Problem,low,bug|performance|software,not_present,not_present,negative,not_present,not_present,not_present,negative,not_present,not_present,llm-qwen3-4b-4bit,
23949,"Dear IT Support Team, I am writing to express a high priority request for technical support regarding our ongoing difficulties with the implementation of IT Solutions, specifically related to your IT Consulting Service. As of recent, my team and I have encountered a variety of challenges that are hindering our workflow and affecting our overall productivity. We initially reported this issue last week with your representative, <name>. However, we have not yet received a satisfactory resolution or follow-up on the matter. To ensure a smoother operation, we believe an urgent intervention from your end is necessary. Could you please prioritize our case and provide us with a more comprehensive support strategy? We require guidance in optimizing your IT Consulting Service by resolving these pressing difficulties. I am confident that through a collaborative effort, we can overcome these challenges efficiently. Please feel free to reach me anytime via email or contact me directly at <tel_num>. We truly appreciate your commitment to excellent customer service and look forward to your prompt response. Thank you for your understanding and cooperation. Best regards, <name>",Technical Support,Request,high,account|bug|performance,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,llm-qwen3-4b-4bit,
23951,"Dear IT Services Support Team, I hope this message finds you well. I am writing to seek urgent assistance with an issue I have encountered while configuring MySQL version 8.0.30. I have, unfortunately, been facing persistent errors when executing queries. Despite extensively reviewing configuration settings and adhering to all recommended practices, the errors persist. This issue is negatively impacting our operations, and we require immediate technical support to resolve it. Could you please arrange for an expert to assist with troubleshooting and rectifying the problem? I am confident your team's expertise will help us restore our database functionality promptly. Furthermore, it would be helpful to receive guidance on preventing similar issues in the future. I look forward to your swift response. Thank you in advance for your urgent attention to this matter. Kind regards, <name>",Technical Support,Incident,medium,bug|performance|software,not_present,not_present,not_present,not_present,negative,not_present,not_present,not_present,negative,llm-qwen3-4b-4bit,
23956,"Dear Tech Online Store Customer Support, I hope this message finds you well. I am writing to inquire about the various pricing plans and payment options available for the Microsoft Office 365 subscription. I am keen on exploring any current offers or discounts that your store might be providing on this product. Additionally, I would appreciate guidance on how to take advantage of any promotional deals available at this time. Could you please provide me with detailed information about the costs and payment structures? Thank you for your assistance. Best regards, <name>",Billing and Payments,Request,low,billing|bug,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,not_present,llm-qwen3-4b-4bit,
23960,"Dear Customer Support, I am reaching out to report a challenge we are experiencing with the Scrum board functionality in Jira Software version 8.20. This has become a significant hurdle as it hampers our ability to effectively track ongoing project tasks. This issue demands urgent attention since it may heavily influence our project milestones. I am contacting you in the hopes that your expertise can aid us in resolving this swiftly. If you require any further details, please feel free to call me at <tel_num>. I look forward to a prompt resolution. Thank you, <name> Project Manager, <company_name>",Product Support,Incident,medium,account|bug|performance|software,not_present,not_present,not_present,not_present,not_present,negative,not_present,not_present,negative,llm-qwen3-4b-4bit,
23977,"Dear Customer Care,<br><br>I am currently facing difficulties with Norton Anti, particularly with Norton Antivirus Plus. The application won’t launch and shows an error message. I would appreciate your guidance on how to fix this issue as soon as possible. Thank you for your help.<br><br>Sincerely,<br><name>",Customer Service,Request,medium,bug|software,not_present,not_present,not_present,not_present,negative,not_present,not_present,not_present,negative,llm-qwen3-4b-4bit,
23981,"Dear <name> Support, I've been experiencing periodic failures with the SQL replication setup requiring immediate configuration changes to restore backup and continuity. This issue involves the MySQL 8.0.30 product. Your prompt assistance is crucial. Best regards, <name>",IT Support,Change,high,performance|software,not_present,not_present,negative,not_present,negative,not_present,not_present,not_present,negative,llm-qwen3-4b-4bit,
